,img_path,tagName,originalImage,left,top,width,height,Rleft,Rtop,Rwidth,Rheight
16,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-6941924d2398413ca6efb4dee693046c?sv=2019-12-12&se=2021-06-08T04%3A33%3A16Z&sr=b&sp=r&sig=xTB160IfL3HzW1TV%2BcQyrSnOP3p33b6%2FqHI5AY2sMgc%3D,361,281,37,31,0.4049217,0.39129776,0.042505592,0.043055557
17,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-a6bf9014587e4674a27974522df48203?sv=2019-12-12&se=2021-06-08T04%3A33%3A16Z&sr=b&sp=r&sig=93EFMwa8JEzhEY8C7iRqSVhccfsJt1t%2F8CjkZvY2538%3D,447,348,29,30,0.50111854,0.4843533,0.03243848,0.041666668
18,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-843fd76652ba4c1aa66a24ddd6300a76?sv=2019-12-12&se=2021-06-08T04%3A33%3A16Z&sr=b&sp=r&sig=77mPROc6G2rxrwTRCKVlHMS8oGEpYgOAmn1qOJ2fMvQ%3D,444,347,21,26,0.49776286,0.4829644,0.023489933,0.036111113
19,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-2e331e77e09f43f9a8a6e5fbf74fcdf1?sv=2019-12-12&se=2021-06-08T04%3A33%3A16Z&sr=b&sp=r&sig=F6c4%2FeF9IZfYb0Y8wf1Pphi%2FCnDsYwoMJw7r2%2F18EUM%3D,468,326,59,28,0.5246085,0.45379776,0.06599553,0.03888889
20,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-2e331e77e09f43f9a8a6e5fbf74fcdf1?sv=2019-12-12&se=2021-06-08T04%3A33%3A16Z&sr=b&sp=r&sig=F6c4%2FeF9IZfYb0Y8wf1Pphi%2FCnDsYwoMJw7r2%2F18EUM%3D,387,292,51,52,0.43288592,0.40657553,0.058165547,0.07361111
21,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-812d845537fd437d80894f0a056fdd54?sv=2019-12-12&se=2021-06-08T04%3A33%3A16Z&sr=b&sp=r&sig=cth150hJZvpm%2Bb%2F8go7TY8TfZ15fGI2ICBdTbWhv8LQ%3D,464,324,25,34,0.5201342,0.45101997,0.027964206,0.047222223
22,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-867b6963274d43418230ef43909fd235?sv=2019-12-12&se=2021-06-08T04%3A33%3A16Z&sr=b&sp=r&sig=FoM7arxEy0BY%2ByG4v5E8DLtyoVH9DqzZlmQ9ukcj6jE%3D,470,396,53,50,0.5257271,0.55101997,0.059284117,0.06944445
23,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-dbdb3a66f55b4294aa918c4249a547be?sv=2019-12-12&se=2021-06-08T04%3A33%3A16Z&sr=b&sp=r&sig=1Nz691Yurmz2XC6Gy7vmMhLIn6rdjmX%2FunqTLMBZt1s%3D,295,383,29,30,0.32997763,0.5329644,0.033557046,0.041666668
24,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-c57e7c265c51442c9806c8525d47252c?sv=2019-12-12&se=2021-06-08T04%3A33%3A16Z&sr=b&sp=r&sig=6DVCePzhjf%2F9Ri3XYuRDLnYXQzvM8tona%2BF%2FzTUy2II%3D,351,299,32,47,0.39261746,0.41629773,0.03691275,0.06527778
25,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-51577a395fe44df9a093033b2da44d3b?sv=2019-12-12&se=2021-06-08T04%3A33%3A16Z&sr=b&sp=r&sig=5LMfpSW9WmTND1nLOayTwlzGrqhbgvPgQ2mAwbd3nCA%3D,478,334,53,23,0.5351955,0.46490887,0.059217878,0.031944446
26,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-8f637b5b80784ee6bda2b58c4f554af0?sv=2019-12-12&se=2021-06-08T04%3A33%3A16Z&sr=b&sp=r&sig=j111SRYRp9%2BBtvCGDAmb80kO%2FVJb9KlneaahTSwgI6E%3D,516,270,18,26,0.57829976,0.37601995,0.021252796,0.036111113
27,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-9d0f78dfad0b42dcabf38ff693dcf642?sv=2019-12-12&se=2021-06-08T04%3A33%3A16Z&sr=b&sp=r&sig=b3XMmNGbw3EW8hPmxF2Xc747ELT5QC%2BiuKzGDfiEk3I%3D,485,293,37,33,0.54362416,0.4079644,0.042505592,0.045833334
28,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-f580fb091a564c6685334965ddf320d0?sv=2019-12-12&se=2021-06-08T04%3A33%3A16Z&sr=b&sp=r&sig=SwYFjv%2BOyrnZrFZN%2BdXjjIStpE4K4brUXceL%2F8leqWk%3D,361,336,20,35,0.4049217,0.46768662,0.022371365,0.048611112
29,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-5a5d7025786c4d459c3126123a3e476f?sv=2019-12-12&se=2021-06-08T04%3A33%3A16Z&sr=b&sp=r&sig=ImwvJVMsz26iCT2hA8LSLEnvlnIU5MaB2TYr%2F61Tcgs%3D,349,317,21,47,0.39038032,0.44129774,0.0246085,0.06527778
30,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-38ee6e367af8440ab9d592b72d538bcb?sv=2019-12-12&se=2021-06-08T04%3A33%3A16Z&sr=b&sp=r&sig=bHBaKYGgyHgcUmZaVsZs4KAziWeIO4osYuJMXYnL8%2FI%3D,350,322,32,19,0.3914989,0.4482422,0.035794184,0.02638889
31,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-fc5f7385dd584660a4a875f6af7f4fd4?sv=2019-12-12&se=2021-06-08T04%3A33%3A16Z&sr=b&sp=r&sig=%2B%2F0fD2y1f%2BEPaJxXlBmX995%2FyIJmUdWQ%2BMdDMfukQgo%3D,357,313,18,22,0.3988827,0.4357422,0.020111732,0.030555556
32,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-ba2fcff2cc4e4063ae2270a064ff283c?sv=2019-12-12&se=2021-06-08T04%3A33%3A16Z&sr=b&sp=r&sig=iNFKAWfKtfxAyaGlPZm5cP0R%2F651Ez0cogiXy0I8LgE%3D,354,319,26,22,0.39709172,0.44407552,0.030201342,0.030555556
33,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-a64b709ec6f34c3bac2fe3c08b10d36d?sv=2019-12-12&se=2021-06-08T04%3A33%3A16Z&sr=b&sp=r&sig=mO1bktxzoIBW6Bs4uRaHCP%2B39t4AuAZTIVZVB433O4M%3D,540,252,46,59,0.6031215,0.35004762,0.051282052,0.081717454
34,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-d3ae458fc40a489da11b8285f634e9f4?sv=2019-12-12&se=2021-06-08T04%3A33%3A16Z&sr=b&sp=r&sig=e7DLgd9rV4jf1qLTUYmypf0jH8%2BiLHb6wT65QsBufEw%3D,524,287,80,27,0.5872483,0.39963108,0.08948546,0.0375
35,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-1726dd6480674da5947e450e67401c13?sv=2019-12-12&se=2021-06-08T04%3A33%3A16Z&sr=b&sp=r&sig=qvObjhTaqZbzBw5fOQZDkf%2Bak%2FQ%2FAlI5JHH3c7IG1a0%3D,402,215,68,25,0.44966444,0.2996311,0.07606264,0.034722224
36,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-d92a1a92b503472ebd8ebad45aa52f5d?sv=2019-12-12&se=2021-06-08T04%3A33%3A16Z&sr=b&sp=r&sig=qvjKUHuSxfOD35k39yhYHVhSrBh7f%2FZcMdcfOIo4AFI%3D,451,265,69,54,0.5044743,0.3690755,0.078299776,0.075
37,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-d92a1a92b503472ebd8ebad45aa52f5d?sv=2019-12-12&se=2021-06-08T04%3A33%3A16Z&sr=b&sp=r&sig=qvjKUHuSxfOD35k39yhYHVhSrBh7f%2FZcMdcfOIo4AFI%3D,410,254,39,48,0.45861298,0.35379773,0.043624163,0.068055555
38,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-d92a1a92b503472ebd8ebad45aa52f5d?sv=2019-12-12&se=2021-06-08T04%3A33%3A16Z&sr=b&sp=r&sig=qvjKUHuSxfOD35k39yhYHVhSrBh7f%2FZcMdcfOIo4AFI%3D,387,311,40,35,0.43288592,0.4329644,0.045861296,0.048611112
39,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-1d9b5913f50541afab8062772be301a2?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=LobF9zMSTFwktdEkhEAN2smkxtxKqgUYIgtuhzPxZv0%3D,461,295,68,39,0.5167785,0.4107422,0.07606264,0.054166667
40,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-1d9b5913f50541afab8062772be301a2?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=LobF9zMSTFwktdEkhEAN2smkxtxKqgUYIgtuhzPxZv0%3D,470,261,42,30,0.5257271,0.36351997,0.048098434,0.041666668
41,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-c439756fbceb4c37972592ee8a6174e8?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=kF3jJGb1TL6XMLy5qNFHwRM5xphs1JixN090mmBrmMw%3D,370,300,40,32,0.41340783,0.41768664,0.045810055,0.044444446
42,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-34ffd9f9d183427097227414572d66a4?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=kYopWOOj2HswvTFykEMbKV1v9SvYv5PV041M5tOTfa4%3D,389,215,43,27,0.4362416,0.2996311,0.049217,0.0375
43,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-34ffd9f9d183427097227414572d66a4?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=kYopWOOj2HswvTFykEMbKV1v9SvYv5PV041M5tOTfa4%3D,475,291,58,54,0.53243846,0.40518662,0.06487696,0.075
44,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-e6e118192d7e4ac38da6b211033fe58b?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=iSENlPldbT9Z1pbS8xWuqpTY4oyUwS95kH00%2FNHT7W0%3D,395,346,31,31,0.44295302,0.48157552,0.034675617,0.043055557
45,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-c0a7919afa344a8eab0eec52d3f32f13?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=XbfYGESkfctEQsMUPCc4f28bYNJqnjXbB5MbJnxnZfE%3D,410,348,51,22,0.45861298,0.4843533,0.058165547,0.030555556
46,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-c0a7919afa344a8eab0eec52d3f32f13?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=XbfYGESkfctEQsMUPCc4f28bYNJqnjXbB5MbJnxnZfE%3D,496,303,20,56,0.5559284,0.4218533,0.022371365,0.079166666
47,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-c0a7919afa344a8eab0eec52d3f32f13?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=XbfYGESkfctEQsMUPCc4f28bYNJqnjXbB5MbJnxnZfE%3D,464,330,29,37,0.5201342,0.4593533,0.033557046,0.05138889
48,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-1aac0067a38e4f0cb1a24161ce19787b?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=FEuUCgeB3tFwsIJe%2FnGLIx%2BZ%2Fu8mLDEX%2F3i2d5HAhBg%3D,460,334,31,42,0.51282054,0.46362102,0.034559645,0.059556786
49,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-1aac0067a38e4f0cb1a24161ce19787b?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=FEuUCgeB3tFwsIJe%2FnGLIx%2BZ%2Fu8mLDEX%2F3i2d5HAhBg%3D,398,363,38,21,0.44481605,0.5037872,0.042363435,0.030470913
50,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-1aac0067a38e4f0cb1a24161ce19787b?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=FEuUCgeB3tFwsIJe%2FnGLIx%2BZ%2Fu8mLDEX%2F3i2d5HAhBg%3D,492,329,31,35,0.548495,0.45669582,0.03567447,0.049861494
51,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-a8f6527ee4fc4c5aa93f76501826c0c8?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=S%2F2ut%2Fd67L5aYmo7kNQbW%2BmIY5CXF8nWcj3L9PzQzBY%3D,482,319,32,42,0.5391499,0.44407552,0.03691275,0.059722222
52,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-a8f6527ee4fc4c5aa93f76501826c0c8?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=S%2F2ut%2Fd67L5aYmo7kNQbW%2BmIY5CXF8nWcj3L9PzQzBY%3D,457,339,18,24,0.51230425,0.4718533,0.021252796,0.033333335
53,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-77a579cf2afa4e849e847a1e3a70f64b?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=PLq%2Fh2VQG2%2BWiNjkJ%2BNt08PUgYbXJp17%2FR6CIydax9A%3D,482,313,27,46,0.5391499,0.4357422,0.03131991,0.06388889
54,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-aa7396af1bd54964a270f1d8fc248719?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=TaSSGiFR13g2TRIjglLqnLe7K1jQ3GQrCYLxQR8QocQ%3D,403,332,32,41,0.45190156,0.46213108,0.03691275,0.056944445
55,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-aa7396af1bd54964a270f1d8fc248719?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=TaSSGiFR13g2TRIjglLqnLe7K1jQ3GQrCYLxQR8QocQ%3D,381,311,21,40,0.4261745,0.4329644,0.0246085,0.055555556
56,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-357f20714bb54c4aadcf0f0033a17890?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=ERiS4KHNds5wUw5DBCOUqsMnPu3Ysl3pLKIHnNdqq5M%3D,442,377,40,39,0.49552572,0.5246311,0.045861296,0.054166667
57,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-357f20714bb54c4aadcf0f0033a17890?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=ERiS4KHNds5wUw5DBCOUqsMnPu3Ysl3pLKIHnNdqq5M%3D,360,401,82,52,0.40268457,0.5579644,0.09284116,0.072222225
58,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-357f20714bb54c4aadcf0f0033a17890?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=ERiS4KHNds5wUw5DBCOUqsMnPu3Ysl3pLKIHnNdqq5M%3D,348,356,81,40,0.38926175,0.4954644,0.09060403,0.055555556
59,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-1a1c9d142a2e4ea8bdc33358c9355880?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=s1QMlU3H%2B4C23b%2B5JS9f6PnXAuV0LO5%2F%2BWd5E2GQhck%3D,372,322,34,48,0.4161074,0.4482422,0.039149888,0.068055555
60,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-1a1c9d142a2e4ea8bdc33358c9355880?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=s1QMlU3H%2B4C23b%2B5JS9f6PnXAuV0LO5%2F%2BWd5E2GQhck%3D,373,414,72,23,0.41722596,0.57601994,0.08165548,0.031944446
61,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-fbdd306392d94d8ca8e4a65664d18bc8?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=9DDS4Qp8i%2BupF8cOhTv7nXPNgz%2BrWlgICb7OF1LTib8%3D,381,396,53,37,0.42729306,0.55101997,0.059284117,0.05138889
62,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-fbdd306392d94d8ca8e4a65664d18bc8?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=9DDS4Qp8i%2BupF8cOhTv7nXPNgz%2BrWlgICb7OF1LTib8%3D,451,390,31,40,0.5044743,0.54268664,0.034675617,0.055555556
63,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-afcc0cc6687c47f88e1d8c8c7f537365?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=dX4Rh3ZLbpVqPCDnMgvaCWXntfrQP8lZMKgdJqY3RmY%3D,468,282,51,52,0.5246085,0.39268664,0.058165547,0.07361111
64,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-e4e0ab78ba394c0180b59ef9e8d8c278?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=gncJuh3%2Fn5rDIQIXm0bFxFpYJckr05CP2c7KF%2BK5KGc%3D,477,364,44,34,0.5346756,0.5065755,0.05033557,0.047222223
65,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-98afd54c59974d87a9c177e64a1ab50b?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=8vxBUMGLs3qegFoGag6HGGrOZ%2BM7AhjfpEFjDLKZUc8%3D,381,355,35,39,0.4261745,0.4940755,0.040268455,0.054166667
66,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-af2f7d54f4e44aa69205aaac623e1a9e?sv=2019-12-12&se=2021-06-08T04%3A33%3A17Z&sr=b&sp=r&sig=lvGmDWGSTTq6of1sSMtld5rRoa1mFBVDGx0u19kzYow%3D,474,381,32,34,0.5313199,0.53018665,0.035794184,0.047222223
67,,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-50721ae3e7634e4b9e191ca0c0e1678c?sv=2019-12-12&se=2021-06-08T04%3A35%3A06Z&sr=b&sp=r&sig=x0dPp2GK3RFUjIBCW38rlTGz220ZnULqQIQgcvmDtkA%3D,449,345,27,36,0.5033557,0.48018664,0.03131991,0.05
