,img_path,tagName,originalImage,left,top,width,height,Rleft,Rtop,Rwidth,Rheight
10,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-800794ccc1d94ece8d1a63ad1543157c?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=%2FVYXIS7grFXALe7sCacQP2jW2A6ewipXk0H5T2Q9Lb0%3D,103,336,35,28,0.14606741,0.47294155,0.050561797,0.039325844
11,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-800794ccc1d94ece8d1a63ad1543157c?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=%2FVYXIS7grFXALe7sCacQP2jW2A6ewipXk0H5T2Q9Lb0%3D,37,335,52,43,0.053370785,0.47153705,0.0744382,0.06039326
12,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-dd80176e57fd4dcc9cac165ff4be2cff?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=5sn8JVG4Rn348mEqFZHe49Z1ga2nVfs1bYpXQA5p%2FCc%3D,194,334,30,29,0.2738764,0.47013256,0.042134833,0.04073034
13,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-d0072ff645464f2095d1c11c0f097c72?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=1%2FXFLWqLG32rHHPHrf0i%2BuLcCgFlIv7piDHr%2BrLbzLg%3D,581,328,22,31,0.8174157,0.4617056,0.03230337,0.04494382
14,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-d0072ff645464f2095d1c11c0f097c72?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=1%2FXFLWqLG32rHHPHrf0i%2BuLcCgFlIv7piDHr%2BrLbzLg%3D,567,291,25,39,0.79634833,0.4097393,0.036516853,0.054775283
15,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-be98a27a50a6433b959fd329a4309284?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=1oJ%2FNbHq4ix6U9uRvm8ypmbiMk2r9F3vBmJfFaXqomA%3D,502,292,26,30,0.7050562,0.41114378,0.037921347,0.042134833
16,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-be98a27a50a6433b959fd329a4309284?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=1oJ%2FNbHq4ix6U9uRvm8ypmbiMk2r9F3vBmJfFaXqomA%3D,545,349,28,26,0.7668539,0.49119997,0.039325844,0.037921347
17,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-1833e930a77c4372ad24e4e3a86aac9b?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=hqQrX54f4R9IGZTYmW7nXhOVgowLC3G59gfF%2BT5ATt4%3D,437,563,66,44,0.61376405,0.79176176,0.09410112,0.061797753
18,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-1833e930a77c4372ad24e4e3a86aac9b?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=hqQrX54f4R9IGZTYmW7nXhOVgowLC3G59gfF%2BT5ATt4%3D,367,251,58,43,0.51544946,0.35355952,0.08146068,0.06039326
19,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-0ef1554a9b2f49f5b98df2a5339bc986?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=Fb2yatjQhGDBtiYXQSUxPi8Q6lT14qMvvfKa4fNeGqo%3D,615,416,29,26,0.86376405,0.5853011,0.04073034,0.037921347
20,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-25a2812f1f404ce39e7f6a00a42caedd?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=NbGAkWsiH%2BPP1pLvHHHGPVcT2Tog7DGcD%2B957W8mOb4%3D,588,409,22,25,0.82468444,0.5754696,0.03085554,0.036516853
21,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-cec3d0239d65413fa9f4d43ef0f1110c?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=vXYP597FpLw8fr4QNS6SPdK0VJuBNVWqHuVLlWpzp54%3D,31,174,34,31,0.043539327,0.24541345,0.04775281,0.04494382
22,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-26d08c11c53b40da9a04cbb301561554?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=49N7N5cXOUcg1sDRkpItwrLK0O4S%2BzaO1MvTLqN7YwI%3D,52,369,59,46,0.0744382,0.51928985,0.08286517,0.066011235
23,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-69d47433840b43569888eeeb56544235?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=5Fs8mxLv1KOw9ClRulVcOlU9l5b1CgCBJY1zzYgPQu4%3D,192,377,29,25,0.2710674,0.5305258,0.04073034,0.03511236
24,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-69d47433840b43569888eeeb56544235?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=5Fs8mxLv1KOw9ClRulVcOlU9l5b1CgCBJY1zzYgPQu4%3D,180,397,28,25,0.252809,0.5586157,0.039325844,0.036516853
25,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-19164da76e8947adb57e411ee8fc09f7?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=a0fiL34RYCymCCMk7Y9KcVrCAdJGc%2BH%2B2e1eJrxcs4s%3D,139,356,20,20,0.19662921,0.5010314,0.029494382,0.029494382
26,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-19164da76e8947adb57e411ee8fc09f7?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=a0fiL34RYCymCCMk7Y9KcVrCAdJGc%2BH%2B2e1eJrxcs4s%3D,148,334,20,26,0.20926966,0.47013256,0.028089888,0.037921347
27,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-48aa3d0975414787ba7400ac512391c7?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=GXFrsSWHSXRJOM4Uqx7hdCeoSby0cA6XIcNBn1aq%2BBM%3D,56,302,42,36,0.07865169,0.42518872,0.058988765,0.05196629
28,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-a65aa5bc09af45b0bf9bcb804bbee479?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=LgUsorVvwkx7nabpB0k9zwKSw15wDjGLxjiF%2F0UJiHU%3D,85,372,29,26,0.119382024,0.52350336,0.04073034,0.037921347
29,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-a65aa5bc09af45b0bf9bcb804bbee479?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=LgUsorVvwkx7nabpB0k9zwKSw15wDjGLxjiF%2F0UJiHU%3D,25,431,25,25,0.03511236,0.6063685,0.036516853,0.036516853
30,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-a65aa5bc09af45b0bf9bcb804bbee479?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=LgUsorVvwkx7nabpB0k9zwKSw15wDjGLxjiF%2F0UJiHU%3D,53,406,29,56,0.07584269,0.57125616,0.04073034,0.07865169
31,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-d2b7b0f579d84e7bbce33d9ec952225f?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=nhtXiyOTz%2B8NS8ltPwcpapNIEloNiKkmE3JuUeE%2FIpQ%3D,156,341,25,27,0.21910113,0.47929084,0.036516853,0.037868164
32,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-d2b7b0f579d84e7bbce33d9ec952225f?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=nhtXiyOTz%2B8NS8ltPwcpapNIEloNiKkmE3JuUeE%2FIpQ%3D,98,385,22,20,0.13904494,0.5410019,0.03230337,0.028050492
33,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-d2b7b0f579d84e7bbce33d9ec952225f?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=nhtXiyOTz%2B8NS8ltPwcpapNIEloNiKkmE3JuUeE%2FIpQ%3D,54,358,36,29,0.07724719,0.5031338,0.05196629,0.042075735
34,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-d2b7b0f579d84e7bbce33d9ec952225f?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=nhtXiyOTz%2B8NS8ltPwcpapNIEloNiKkmE3JuUeE%2FIpQ%3D,95,360,25,25,0.13483146,0.5059388,0.03511236,0.035063114
35,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-d2b7b0f579d84e7bbce33d9ec952225f?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=nhtXiyOTz%2B8NS8ltPwcpapNIEloNiKkmE3JuUeE%2FIpQ%3D,82,312,42,40,0.11516854,0.43861765,0.058988765,0.056100983
36,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-654ac51795d04432ac302ed45ed360be?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=DPMiXUo24GkqHkk1dzo7GnIh9pGkSKlARvsZMl2pg1w%3D,196,424,31,34,0.2752809,0.5948661,0.04494382,0.04761905
37,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-76bf6311a70940ff89b8a2d4fe3d6d13?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=EiWmAQZzfk7TmR%2FwJ5FfjZuuK%2Bc7yj0NZFFOv50CXow%3D,98,427,30,26,0.13764045,0.6007505,0.042134833,0.037921347
38,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-e18d0742a5da464f959aa321a2a7089e?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=DhTVuPOAQ4q2mqRZtooGZs9OmHKZ%2FMXBJcCpBPlezv0%3D,481,441,35,35,0.6760168,0.6195433,0.050490882,0.050490882
39,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-e18d0742a5da464f959aa321a2a7089e?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=DhTVuPOAQ4q2mqRZtooGZs9OmHKZ%2FMXBJcCpBPlezv0%3D,487,501,28,28,0.6830295,0.70369476,0.039270688,0.039270688
40,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-e18d0742a5da464f959aa321a2a7089e?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=DhTVuPOAQ4q2mqRZtooGZs9OmHKZ%2FMXBJcCpBPlezv0%3D,540,481,41,35,0.75876576,0.6756443,0.057503507,0.050490882
41,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-7fb4a0419bbf45ad900128857efda376?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=w6zdzoD9H%2BxjAqsOx3e2Bm4%2B%2F%2FdA5ppyD0MaFuLtluI%3D,516,470,35,31,0.72370267,0.6611438,0.04908836,0.04494382
42,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-7fb4a0419bbf45ad900128857efda376?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=w6zdzoD9H%2BxjAqsOx3e2Bm4%2B%2F%2FdA5ppyD0MaFuLtluI%3D,553,471,56,40,0.7755961,0.6625483,0.078541376,0.056179777
43,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-d73957bf7b924cedb6af4ab8364a2d41?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=yiFy3HcjDSSG3sg5l9IRB2uZ15Sh5sZV5dik%2B5tGid8%3D,61,433,25,23,0.08695652,0.6091775,0.036465637,0.033707865
44,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-90ef70a69ccb4e5b8eb684a05ee4776d?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=GqtnB1aUPpigH6rR216Mi7thhUGjPbO7PZ%2BoeGJ3QIY%3D,150,336,34,34,0.21207865,0.47294155,0.04775281,0.04775281
45,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-4d0bc24a4eaa40d4b0b1a62b63fbdb9b?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=Vodbtlhn%2FYvQ9rEPwOiB5Hbf4Vl1gqGeNerHS0Hw9IQ%3D,559,280,44,42,0.7851124,0.39428985,0.061797753,0.058988765
46,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-4355f2fc47b84fc2aaee72c8b6289f34?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=pn0ZG8Nwf5uuHoOj29WSJpiq8u9Akvn9TjlAB%2Bgt7D0%3D,638,252,40,33,0.89606744,0.35496402,0.056179777,0.046348315
47,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-39713062fc944f06834749c712f3af36?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=iPXgrGVTFP27ZuZAEcjI5P9Hm87g7tZzIFEwPPh1zMU%3D,94,212,68,35,0.13183731,0.29878423,0.09677419,0.050561797
48,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-012de2128b214d3c8f4f091c7db34dea?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=7a3aioNTipQlxoKb27bQUForq7g7%2FlnO8pnDvf6Tvlo%3D,147,392,46,35,0.20786516,0.55159324,0.066011235,0.050561797
49,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-673e57677f25463c88b4fdd753a8be1d?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=FA58R1tr8b332OOSkFSfCzXntwJ4inOBAdUCH6vDDts%3D,495,461,41,37,0.6966292,0.64850336,0.05758427,0.053370785
50,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-1cc860eff11b4fb9936f06ad7f887ee1?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=3ohuAar6RoS3AdxE2mZ4EaO24aSmxEI3yDNEDhwZ1Qw%3D,458,372,40,43,0.6446629,0.52350336,0.056179777,0.06039326
51,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-6c08d1c9cdde4277964a9123ee30dae4?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=rfyuk6v5NmCaSTpJ3l6WQFbG%2FlQnk833Si%2B5Dksg5HY%3D,146,428,34,30,0.20646067,0.602155,0.04775281,0.042134833
52,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-6c08d1c9cdde4277964a9123ee30dae4?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=rfyuk6v5NmCaSTpJ3l6WQFbG%2FlQnk833Si%2B5Dksg5HY%3D,16,525,41,33,0.023876404,0.738391,0.05758427,0.046348315
53,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-6c08d1c9cdde4277964a9123ee30dae4?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=rfyuk6v5NmCaSTpJ3l6WQFbG%2FlQnk833Si%2B5Dksg5HY%3D,73,409,37,34,0.10393258,0.5754696,0.053370785,0.049157303
54,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-6c08d1c9cdde4277964a9123ee30dae4?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=rfyuk6v5NmCaSTpJ3l6WQFbG%2FlQnk833Si%2B5Dksg5HY%3D,114,431,31,31,0.16011237,0.6063685,0.043539327,0.043539327
55,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-0bf75ecfdd284dd5afc6d4c0d1eb3e22?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=6xbSqojHhM0U187FP4jwjIOykgMwIQ6WQ3Z5OLqxjcg%3D,143,363,28,25,0.2008427,0.5108629,0.039325844,0.03511236
56,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-0bf75ecfdd284dd5afc6d4c0d1eb3e22?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=6xbSqojHhM0U187FP4jwjIOykgMwIQ6WQ3Z5OLqxjcg%3D,168,394,31,29,0.23735955,0.55440223,0.04494382,0.04073034
57,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-0bf75ecfdd284dd5afc6d4c0d1eb3e22?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=6xbSqojHhM0U187FP4jwjIOykgMwIQ6WQ3Z5OLqxjcg%3D,110,310,48,50,0.15589887,0.43642467,0.06882022,0.07162921
58,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-0bf75ecfdd284dd5afc6d4c0d1eb3e22?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=6xbSqojHhM0U187FP4jwjIOykgMwIQ6WQ3Z5OLqxjcg%3D,98,365,30,29,0.13904494,0.5136719,0.042134833,0.04073034
59,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-0bf75ecfdd284dd5afc6d4c0d1eb3e22?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=6xbSqojHhM0U187FP4jwjIOykgMwIQ6WQ3Z5OLqxjcg%3D,132,390,25,22,0.18679775,0.54878426,0.036516853,0.03230337
60,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-f53ee8920bb64f718224390ef8442afc?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=pUp%2BOH6F45%2Be9c%2B9TxEpkPl3cpssA0m1NwKrU8ZD1Xc%3D,652,474,37,33,0.91573036,0.6658266,0.053370785,0.04628331
61,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-e5ce06d7d87b48fba5422ce49a390d7f?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=3gNlZ5H2hgt6UsPk%2F%2Bbpg5r%2FgiCyuCUtStSso5UCt6o%3D,524,405,34,28,0.7349229,0.56985164,0.047685836,0.039325844
62,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-2492e639df14480aa7ca2bc481037461?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=S1Y6Wjg3SbApMq3AYL8FLE7TYKEBn4rNDUaiSG0Olm8%3D,581,491,41,33,0.81601125,0.6906382,0.05758427,0.046348315
63,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-a2478f6386934d0480128593b12f291f?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=e8qmAsPLrNFZ5gtIYF%2B3PRpi8FyI5ybBJ0ZM%2F6wc1nE%3D,173,271,35,40,0.24438202,0.3816494,0.050561797,0.056179777
64,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-50a32141ac0540fba9eee75b56afdba7?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=PKscnXIcu%2BVjO5wG3P7dLSzF8R8sUBTHe70mZht3yII%3D,314,222,54,44,0.44101125,0.31282917,0.07724719,0.061797753
65,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-47c0b8857968444a9c8735748e29ba4d?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=jXQCzkaLKHyT1fcPmfVerkTYaoFdCfR3FnjVP3ojWdI%3D,152,322,61,35,0.21488763,0.45327863,0.08567416,0.050561797
66,None,mammo,https://irisprodseatraining.blob.core.windows.net:443/i-0d45dea24cd048b2b3eca5b1e84e19a2/i-fe646b9a2e2948ad960df03b52411210?sv=2019-12-12&se=2021-05-01T07%3A22%3A26Z&sr=b&sp=r&sig=6BO2QaryjeLxYmLeM77SNl9N4SHnkIwx%2FdAxVqSgIxE%3D,108,329,34,37,0.15308988,0.4631101,0.049157303,0.053370785
