,Unnamed: 0,img_path,tagName,originalImage,left,top,width,height,Rleft,Rtop,Rwidth,Rheight,fileName
10,10,/media/tohn/SSD/prostate_custom/train/prostate_custom_10.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-e9595d063cd94a43b54029403cb0cb5d?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=5sZDIixEOEyUmWaO83qJH6uvWmNG46xnMOGo0F8FKRs%3D,529,467,43,28,0.5910615,0.6496311,0.048044693,0.03888889,prostate_custom_10.jpg
11,11,/media/tohn/SSD/prostate_custom/train/prostate_custom_11.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-9b5f8f0a157f4af1a81f53b32c9d0d06?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=KWokaDJTJnDKavrGvpA2gLUm1IGOt%2BrkIV%2FmvDknzBA%3D,565,432,37,36,0.6331095999999999,0.60102,0.042505592,0.05,prostate_custom_11.jpg
12,12,/media/tohn/SSD/prostate_custom/train/prostate_custom_12.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-ea1f9a637fff4ab8a2660bc1095a190f?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=xnP7JQQ1ezSWAVn131n91NO7xEIuj2ixCNaHss%2BO9sE%3D,398,437,42,24,0.44519016,0.6079644000000001,0.046979867,0.033333335,prostate_custom_12.jpg
13,13,/media/tohn/SSD/prostate_custom/train/prostate_custom_13.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-8c58f2e9bf4c4f76aa887b876052ada6?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=zktcg9PehplPXqvLf4LAP5XvXypU1X34BYcaxtg4WEk%3D,520,345,26,47,0.58277404,0.48018664,0.030201342000000003,0.06527778,prostate_custom_13.jpg
14,14,/media/tohn/SSD/prostate_custom/train/prostate_custom_14.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-b81cc750e0134e908fd9ce38827418f4?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=a6lZ3hxmrICR%2Bje1vSwhaRii7IjNa%2BLIV%2BUQTm6BZRA%3D,529,356,30,42,0.5910615,0.4954644,0.033519555,0.059722222,prostate_custom_14.jpg
15,15,/media/tohn/SSD/prostate_custom/train/prostate_custom_15.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-c22c225f41ea4fb5aa9629a279501cdc?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=ySVDJfcJasJqsBvo6aXjFxKYkJHv%2BdOXBBnYkpYvxns%3D,489,352,38,50,0.5474859999999999,0.48990884,0.043575417000000005,0.06944445,prostate_custom_15.jpg
16,16,/media/tohn/SSD/prostate_custom/train/prostate_custom_16.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-6941924d2398413ca6efb4dee693046c?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=gRmgjvs3s3laQa78cg8d0Fs2RJYYvZNoIL%2B7uzuRyow%3D,361,281,37,31,0.4049217,0.39129776,0.042505592,0.043055557,prostate_custom_16.jpg
17,17,/media/tohn/SSD/prostate_custom/train/prostate_custom_17.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-a6bf9014587e4674a27974522df48203?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=q77YsI9%2F9whaO4rZ6py%2BhtcHVYCIcmDnxmWQ8zvpSpQ%3D,447,348,29,30,0.50111854,0.48435329999999993,0.03243848,0.041666668,prostate_custom_17.jpg
18,18,/media/tohn/SSD/prostate_custom/train/prostate_custom_18.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-843fd76652ba4c1aa66a24ddd6300a76?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=vf7K2kSvQO97DXqmxtsvyXbp%2BViwb6%2Fx2Y2fEXopzUI%3D,444,347,21,26,0.49776286,0.4829644,0.023489932999999998,0.036111113,prostate_custom_18.jpg
19,19,/media/tohn/SSD/prostate_custom/train/prostate_custom_19.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-2e331e77e09f43f9a8a6e5fbf74fcdf1?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=m9eMfIBbK7lM%2FosrjxPdBOYtVFfKVIt8DdNI8yf%2F%2FrA%3D,468,326,59,28,0.5246085,0.45379776,0.06599553,0.03888889,prostate_custom_19.jpg
20,20,/media/tohn/SSD/prostate_custom/train/prostate_custom_20.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-2e331e77e09f43f9a8a6e5fbf74fcdf1?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=m9eMfIBbK7lM%2FosrjxPdBOYtVFfKVIt8DdNI8yf%2F%2FrA%3D,387,292,51,52,0.43288592,0.40657553,0.058165547000000005,0.07361111,prostate_custom_20.jpg
21,21,/media/tohn/SSD/prostate_custom/train/prostate_custom_21.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-812d845537fd437d80894f0a056fdd54?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=2qfXUoWEykbWWnuCMYN5hGG4AccG2dElv3%2BhVtaPsYk%3D,464,324,25,34,0.5201342000000001,0.45101997,0.027964206000000002,0.047222223,prostate_custom_21.jpg
22,22,/media/tohn/SSD/prostate_custom/train/prostate_custom_22.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-867b6963274d43418230ef43909fd235?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=DRRkmWPoAJisas6aNTCjuEGu0Ms1FRUwQiPYtbkVKHk%3D,470,396,53,50,0.5257271,0.55101997,0.059284117000000004,0.06944445,prostate_custom_22.jpg
23,23,/media/tohn/SSD/prostate_custom/train/prostate_custom_23.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-dbdb3a66f55b4294aa918c4249a547be?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=Ebs%2BSvp2PoLB5XhWY43LVuPFRm%2BlniqTc7fVzAZ7vQk%3D,295,383,29,30,0.32997763,0.5329644,0.033557046,0.041666668,prostate_custom_23.jpg
24,24,/media/tohn/SSD/prostate_custom/train/prostate_custom_24.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-c57e7c265c51442c9806c8525d47252c?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=i1hVi3iBFMMIMkEUcZEPXz7lz1ija4t8l9wEHbr%2Fu38%3D,351,299,32,47,0.39261746,0.41629773,0.03691275,0.06527778,prostate_custom_24.jpg
25,25,/media/tohn/SSD/prostate_custom/train/prostate_custom_25.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-51577a395fe44df9a093033b2da44d3b?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=c8aqykY8MYsd7dEr3nLqG8sS8UX641HCDqkJhkn4N3g%3D,478,334,53,23,0.5351955,0.46490887,0.059217878,0.031944446,prostate_custom_25.jpg
26,26,/media/tohn/SSD/prostate_custom/train/prostate_custom_26.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-8f637b5b80784ee6bda2b58c4f554af0?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=z1%2FzynauBYRx04kve2O5yn8p2EwDDIIOzjk4ydbLUaA%3D,516,270,18,26,0.57829976,0.37601995,0.021252796,0.036111113,prostate_custom_26.jpg
27,27,/media/tohn/SSD/prostate_custom/train/prostate_custom_27.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-9d0f78dfad0b42dcabf38ff693dcf642?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=rxLcH4thekQ1j8l%2Fd4fteZJM99OjSXLPyIBDYzTuFP4%3D,485,293,37,33,0.54362416,0.4079644,0.042505592,0.045833334,prostate_custom_27.jpg
28,28,/media/tohn/SSD/prostate_custom/train/prostate_custom_28.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-f580fb091a564c6685334965ddf320d0?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=i4emwAlryQ1lHCY2iStdJqA%2FRZeoXBUFnluhJNfwRmY%3D,361,336,20,35,0.4049217,0.46768662,0.022371365,0.048611112000000005,prostate_custom_28.jpg
29,29,/media/tohn/SSD/prostate_custom/train/prostate_custom_29.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-5a5d7025786c4d459c3126123a3e476f?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=gireX83PlEO%2BJ3UqX0FQTxrC%2BCcCVV39969VoSorDfk%3D,349,317,21,47,0.39038032,0.44129774,0.024608500000000002,0.06527778,prostate_custom_29.jpg
30,30,/media/tohn/SSD/prostate_custom/train/prostate_custom_30.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-38ee6e367af8440ab9d592b72d538bcb?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=bR2nRu63%2B2JzuGsbHZt7hF0UJ37BAsi70WOUJLhrebo%3D,350,322,32,19,0.3914989,0.44824220000000004,0.035794184,0.02638889,prostate_custom_30.jpg
31,31,/media/tohn/SSD/prostate_custom/train/prostate_custom_31.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-fc5f7385dd584660a4a875f6af7f4fd4?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=GGwdreYx3nefiafhqMDi%2BdYGJ8EWAX4YSwVCmlGlQuw%3D,357,313,18,22,0.39888270000000003,0.4357422,0.020111732,0.030555556,prostate_custom_31.jpg
32,32,/media/tohn/SSD/prostate_custom/train/prostate_custom_32.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-ba2fcff2cc4e4063ae2270a064ff283c?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=DhCwBdnWd%2BjeCnaoSvE6%2BC0M3JkhhCteM8sNtmn9tRU%3D,354,319,26,22,0.39709172,0.44407552,0.030201342000000003,0.030555556,prostate_custom_32.jpg
33,33,/media/tohn/SSD/prostate_custom/train/prostate_custom_33.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-a64b709ec6f34c3bac2fe3c08b10d36d?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=RhOZzzZoYV2Ve7lyihFHarlJZZLmIctnkuQJaR42iuI%3D,540,252,46,59,0.6031215,0.35004762,0.051282052,0.08171745400000001,prostate_custom_33.jpg
34,34,/media/tohn/SSD/prostate_custom/train/prostate_custom_34.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-d3ae458fc40a489da11b8285f634e9f4?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=BWC445a2L6G3mePGLvHm7Rym5gDzsuRxx7sISLOdUFQ%3D,524,287,80,27,0.5872483000000001,0.39963108,0.08948546,0.0375,prostate_custom_34.jpg
35,35,/media/tohn/SSD/prostate_custom/train/prostate_custom_35.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-1726dd6480674da5947e450e67401c13?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=CDiCCjYEX5lf9b%2B%2B5JfKt%2FRs%2BCo%2Fu63C36jLLQWNxJg%3D,402,215,68,25,0.44966444,0.2996311,0.07606264,0.034722223999999996,prostate_custom_35.jpg
36,36,/media/tohn/SSD/prostate_custom/train/prostate_custom_36.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-d92a1a92b503472ebd8ebad45aa52f5d?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=9Y7DhDTNJzRE5VAWG%2Ft2lEvK7xeFJ9TY%2Ffgv5suyNPs%3D,451,265,69,54,0.5044742999999999,0.3690755,0.078299776,0.075,prostate_custom_36.jpg
37,37,/media/tohn/SSD/prostate_custom/train/prostate_custom_37.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-d92a1a92b503472ebd8ebad45aa52f5d?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=9Y7DhDTNJzRE5VAWG%2Ft2lEvK7xeFJ9TY%2Ffgv5suyNPs%3D,410,254,39,48,0.45861298,0.35379773,0.043624163,0.068055555,prostate_custom_37.jpg
38,38,/media/tohn/SSD/prostate_custom/train/prostate_custom_38.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-d92a1a92b503472ebd8ebad45aa52f5d?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=9Y7DhDTNJzRE5VAWG%2Ft2lEvK7xeFJ9TY%2Ffgv5suyNPs%3D,387,311,40,35,0.43288592,0.4329644,0.045861295999999996,0.048611112000000005,prostate_custom_38.jpg
39,39,/media/tohn/SSD/prostate_custom/train/prostate_custom_39.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-1d9b5913f50541afab8062772be301a2?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=RNIo8vaC550qdfUg2UReQDTRRns8cGJCqWxpByAPh84%3D,461,295,68,39,0.5167785,0.41074220000000006,0.07606264,0.054166667,prostate_custom_39.jpg
40,40,/media/tohn/SSD/prostate_custom/train/prostate_custom_40.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-1d9b5913f50541afab8062772be301a2?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=RNIo8vaC550qdfUg2UReQDTRRns8cGJCqWxpByAPh84%3D,470,261,42,30,0.5257271,0.36351997,0.048098434,0.041666668,prostate_custom_40.jpg
41,41,/media/tohn/SSD/prostate_custom/train/prostate_custom_41.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-c439756fbceb4c37972592ee8a6174e8?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=QftyckmsbawStaUxJvRZyai37YUpRj3XYFPo%2FOSg7NA%3D,370,300,40,32,0.41340783,0.41768664,0.045810055,0.044444446,prostate_custom_41.jpg
42,42,/media/tohn/SSD/prostate_custom/train/prostate_custom_42.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-34ffd9f9d183427097227414572d66a4?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=UVO3gwQv6nh%2BnQwZBuoxlQhBoZYmimVindZ%2FO8UFSv0%3D,389,215,43,27,0.4362416,0.2996311,0.049217000000000004,0.0375,prostate_custom_42.jpg
43,43,/media/tohn/SSD/prostate_custom/train/prostate_custom_43.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-34ffd9f9d183427097227414572d66a4?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=UVO3gwQv6nh%2BnQwZBuoxlQhBoZYmimVindZ%2FO8UFSv0%3D,475,291,58,54,0.53243846,0.40518662,0.06487696,0.075,prostate_custom_43.jpg
44,44,/media/tohn/SSD/prostate_custom/train/prostate_custom_44.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-e6e118192d7e4ac38da6b211033fe58b?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=XrClidzZzJ0sNBSySrmBDgSegoyxQsGBarEhU3Lsu6A%3D,395,346,31,31,0.44295302,0.48157552,0.034675617,0.043055557,prostate_custom_44.jpg
45,45,/media/tohn/SSD/prostate_custom/train/prostate_custom_45.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-c0a7919afa344a8eab0eec52d3f32f13?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=kldb%2F%2FkuWsscw63JRp3cS2x4Tjdc%2F3R8Yr6CnEz0UO0%3D,410,348,51,22,0.45861298,0.48435329999999993,0.058165547000000005,0.030555556,prostate_custom_45.jpg
46,46,/media/tohn/SSD/prostate_custom/train/prostate_custom_46.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-c0a7919afa344a8eab0eec52d3f32f13?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=kldb%2F%2FkuWsscw63JRp3cS2x4Tjdc%2F3R8Yr6CnEz0UO0%3D,496,303,20,56,0.5559284000000001,0.42185329999999993,0.022371365,0.079166666,prostate_custom_46.jpg
47,47,/media/tohn/SSD/prostate_custom/train/prostate_custom_47.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-c0a7919afa344a8eab0eec52d3f32f13?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=kldb%2F%2FkuWsscw63JRp3cS2x4Tjdc%2F3R8Yr6CnEz0UO0%3D,464,330,29,37,0.5201342000000001,0.45935329999999996,0.033557046,0.05138889,prostate_custom_47.jpg
48,48,/media/tohn/SSD/prostate_custom/train/prostate_custom_48.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-1aac0067a38e4f0cb1a24161ce19787b?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=hQcm7IRZ5DrqGS5hYA82Vk0Qr4s88tmgp5ibRwfVcRw%3D,460,334,31,42,0.51282054,0.46362102,0.034559645,0.059556785999999994,prostate_custom_48.jpg
49,49,/media/tohn/SSD/prostate_custom/train/prostate_custom_49.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-1aac0067a38e4f0cb1a24161ce19787b?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=hQcm7IRZ5DrqGS5hYA82Vk0Qr4s88tmgp5ibRwfVcRw%3D,398,363,38,21,0.44481605,0.5037872,0.042363435,0.030470913,prostate_custom_49.jpg
50,50,/media/tohn/SSD/prostate_custom/train/prostate_custom_50.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-1aac0067a38e4f0cb1a24161ce19787b?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=hQcm7IRZ5DrqGS5hYA82Vk0Qr4s88tmgp5ibRwfVcRw%3D,492,329,31,35,0.548495,0.45669582,0.03567447,0.049861494000000006,prostate_custom_50.jpg
51,51,/media/tohn/SSD/prostate_custom/train/prostate_custom_51.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-a8f6527ee4fc4c5aa93f76501826c0c8?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=Q%2FhASAxfJrOAmYLiQ6D%2BQnhPYiY3faXMblpKCiuKfpM%3D,482,319,32,42,0.5391499,0.44407552,0.03691275,0.059722222,prostate_custom_51.jpg
52,52,/media/tohn/SSD/prostate_custom/train/prostate_custom_52.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-a8f6527ee4fc4c5aa93f76501826c0c8?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=Q%2FhASAxfJrOAmYLiQ6D%2BQnhPYiY3faXMblpKCiuKfpM%3D,457,339,18,24,0.51230425,0.4718532999999999,0.021252796,0.033333335,prostate_custom_52.jpg
53,53,/media/tohn/SSD/prostate_custom/train/prostate_custom_53.jpg,prostate,https://irisprodseatraining.blob.core.windows.net:443/i-6dcb55bd18e2406ab6c2af2c261459e0/i-77a579cf2afa4e849e847a1e3a70f64b?sv=2019-12-12&se=2021-05-08T08%3A03%3A13Z&sr=b&sp=r&sig=34X7YZlBXilM%2FVtqQUaDFenl8ZBnhibeMBLnm7WEMLI%3D,482,313,27,46,0.5391499,0.4357422,0.03131991,0.06388889,prostate_custom_53.jpg
